Customer_ID,Age,Gender,Employment_Type,Annual_Income,Credit_Score,Loan_or_Credit_Amount,Number_of_Active_Accounts,Past_Default_Count,Application_Type,Region,Credit_Limit,Utilization_Ratio,Application_Date,Default_Status
912,49,Female,Salaried,2069860,695,52164,1,1,Credit Card,East,1067517.3411557158,0.0488647799796172,2021-06-08,No
913,53,Male,Salaried,871473,768,1467362,2,4,Home Loan,Central,413896.2721050101,1.0,2021-03-01,No
914,50,Male,Salaried,1932106,573,1340199,4,1,Home Loan,East,876404.1404978648,1.0,2022-07-17,No
915,59,Female,Salaried,1794304,699,382311,6,4,Auto Loan,South,759445.6698964619,0.5034079660393902,2021-07-16,No
916,47,Female,Self-Employed,2021818,426,1331181,3,3,Personal Loan,South,783524.9632455996,1.0,2022-01-16,Yes
917,56,Female,Salaried,1450138,557,1161515,2,0,Credit Card,East,438396.6051648506,1.0,2023-07-10,No
918,49,Male,Self-Employed,1208471,508,1250546,7,4,Personal Loan,West,713606.9993538122,1.0,2023-07-16,Yes
919,58,Female,Salaried,1144501,873,153533,8,1,Personal Loan,East,543261.8008345857,0.2826132810444891,2022-02-05,No
920,53,Female,Salaried,572794,574,1093002,9,3,Personal Loan,Central,182142.76542846786,1.0,2021-08-08,No
921,57,Female,Salaried,1186521,707,1029941,11,0,Home Loan,East,644007.8399989211,1.0,2022-12-28,No
922,47,Male,Salaried,2389463,733,168288,10,0,Personal Loan,Central,1285180.9646066062,0.13094498334054686,2022-05-12,No
923,53,Female,Salaried,267171,893,269617,8,3,Auto Loan,Central,137203.85154943154,1.0,2021-05-28,Yes
924,24,Male,Salaried,1806688,853,356742,2,3,Personal Loan,Central,524825.6374722602,0.679734324180868,2023-11-03,No
925,42,Male,Salaried,1107060,799,1081304,3,0,Home Loan,West,283703.0124422107,1.0,2021-03-17,No
926,22,Female,Salaried,487401,591,167005,1,0,Home Loan,West,242666.5609865822,0.6882077172933366,2023-07-30,No
927,30,Male,Unemployed,325315,718,870121,1,1,Personal Loan,South,104613.55594909756,1.0,2022-10-17,Yes
928,25,Male,Salaried,575768,820,136707,6,4,Auto Loan,North,313367.17199690914,0.4362518228340408,2023-08-22,No
929,30,Male,Salaried,1656370,637,1423268,3,4,Credit Card,West,804092.145513395,1.0,2022-11-04,No
930,53,Female,Salaried,2230610,748,995619,4,0,Credit Card,West,849956.704162228,1.0,2021-09-05,No
931,58,Male,Salaried,284281,453,268762,10,0,Auto Loan,South,119576.65508788681,1.0,2021-10-19,Yes
932,33,Female,Self-Employed,427176,660,1086082,8,2,Home Loan,South,181959.22421868905,1.0,2023-01-18,No
933,51,Female,Salaried,1764077,476,1204729,5,0,Personal Loan,South,674976.7397157452,1.0,2022-11-25,No
934,56,Female,Salaried,1960941,389,1283137,11,4,Credit Card,East,613343.5687296367,1.0,2021-05-01,Yes
935,44,Male,Salaried,2136504,421,398093,6,1,Credit Card,Central,1277673.374200658,0.3115765015053681,2022-11-09,No
936,35,Female,Self-Employed,542042,596,1462002,9,2,Personal Loan,West,277648.26129405724,1.0,2021-06-25,No
937,49,Male,Salaried,628803,596,583567,11,4,Credit Card,Central,191624.82936030632,1.0,2023-06-27,No
938,28,Male,Salaried,2458336,661,702527,11,1,Credit Card,North,644327.4024533823,1.0,2022-07-07,No
939,25,Male,Salaried,664924,383,1006049,2,2,Home Loan,South,246364.80828655694,1.0,2021-11-08,No
940,49,Male,Salaried,2062416,478,1121501,3,2,Credit Card,North,915830.0317809851,1.0,2023-04-16,No
941,24,Female,Salaried,495735,359,1253063,5,2,Credit Card,South,286673.12600033893,1.0,2022-11-26,No
942,32,Female,Self-Employed,919772,517,579860,2,2,Home Loan,South,272564.759447724,1.0,2023-04-07,No
943,22,Male,Self-Employed,1065810,565,1313760,8,2,Credit Card,North,430671.4519303566,1.0,2021-10-05,No
944,47,Female,Salaried,2440790,757,820964,2,2,Home Loan,Central,762789.7209009307,1.0,2022-03-03,No
945,51,Female,Salaried,2331973,875,1176797,4,3,Personal Loan,North,639908.6194911628,1.0,2021-07-23,No
946,56,Female,Salaried,1115012,367,734802,3,1,Credit Card,East,513426.8337140674,1.0,2021-05-05,No
947,56,Male,Salaried,1985245,689,1447406,4,4,Credit Card,West,568436.1269894204,1.0,2022-03-21,No
948,46,Female,Salaried,726991,439,211496,4,0,Auto Loan,West,364997.75771342113,0.5794446555643133,2023-04-06,No
949,47,Male,Salaried,1808479,634,1202302,6,4,Auto Loan,Central,802475.3505788947,1.0,2021-07-25,No
950,25,Female,Unemployed,2456622,883,986976,10,3,Auto Loan,Central,814081.2261573072,1.0,2023-02-06,Yes
951,40,Male,Salaried,1780492,616,1360681,10,3,Home Loan,Central,940228.7692088636,1.0,2021-10-17,No
952,31,Male,Self-Employed,510236,782,512928,10,2,Credit Card,North,252497.5437332139,1.0,2022-08-21,No
953,30,Male,Salaried,1433034,401,781319,9,3,Credit Card,North,672380.0379908049,1.0,2021-02-16,Yes
954,58,Female,Salaried,1500624,416,875810,3,4,Auto Loan,North,487476.1769891798,1.0,2022-05-30,Yes
955,26,Male,Salaried,2392655,599,1204118,1,3,Home Loan,South,1189827.9397891033,1.0,2023-05-02,No
956,28,Female,Self-Employed,882600,680,72617,8,4,Auto Loan,North,387654.6898494797,0.18732393003731246,2021-12-04,No
957,43,Male,Salaried,731994,764,376273,7,2,Credit Card,West,319884.2914156263,1.0,2023-04-19,No
958,46,Female,Self-Employed,424536,472,987551,2,2,Home Loan,West,123893.90593667599,1.0,2022-06-30,No
959,32,Male,Self-Employed,580619,551,1067789,5,3,Auto Loan,South,172616.37993785847,1.0,2022-01-01,No
960,46,Female,Self-Employed,1381334,355,166076,10,0,Credit Card,North,360949.7786674755,0.46010833034198173,2023-12-03,No
961,33,Male,Self-Employed,1123111,835,1025050,4,2,Auto Loan,North,377275.90183173656,1.0,2022-06-08,No
962,38,Male,Self-Employed,304012,548,1151030,9,1,Personal Loan,East,128503.4399894458,1.0,2021-10-17,No
963,45,Male,Self-Employed,1741119,362,496469,4,1,Home Loan,East,654044.443668102,0.759075327076604,2022-01-01,No
964,53,Female,Salaried,1778317,355,486580,5,2,Personal Loan,West,888293.3691946098,0.5477694834547376,2021-08-01,No
965,32,Male,Self-Employed,507638,760,422160,8,3,Personal Loan,Central,199312.6203471513,1.0,2021-09-13,No
966,56,Male,Self-Employed,2022634,470,164400,3,2,Home Loan,West,571666.665036397,0.2875801757472301,2022-05-01,No
967,24,Male,Salaried,777040,711,577505,6,3,Personal Loan,South,391329.1439558044,1.0,2022-11-05,No
968,25,Male,Self-Employed,1848629,887,1043334,6,4,Auto Loan,North,581307.6045287274,1.0,2023-03-09,No
969,57,Female,Salaried,2458345,353,964498,7,0,Credit Card,East,885639.966493477,1.0,2021-09-11,No
970,28,Male,Salaried,2347989,633,1497608,9,0,Home Loan,West,998403.769103643,1.0,2021-07-20,No
971,48,Male,Salaried,1950841,708,1401826,11,4,Auto Loan,South,866090.2725978516,1.0,2021-10-01,No
972,51,Female,Salaried,720795,631,1267097,3,4,Credit Card,Central,254612.18487068775,1.0,2022-12-22,No
973,29,Female,Self-Employed,1542338,698,698147,5,4,Personal Loan,West,634285.3395056361,1.0,2022-04-13,No
974,49,Female,Self-Employed,493977,379,1425882,5,0,Home Loan,North,135026.77788505232,1.0,2021-01-02,No
975,34,Male,Self-Employed,1383845,866,665135,5,2,Personal Loan,North,423494.76642066037,1.0,2022-07-21,No
976,42,Female,Unemployed,1138046,723,1327159,6,1,Credit Card,East,523118.66633812233,1.0,2022-01-03,No
977,31,Female,Salaried,2384600,473,1442083,1,3,Home Loan,South,599971.539704845,1.0,2022-08-01,Yes
978,43,Female,Salaried,465378,795,188730,9,1,Auto Loan,Central,146307.85683129146,1.0,2021-05-02,No
979,21,Male,Salaried,1139411,743,645876,3,3,Personal Loan,Central,535433.9252303629,1.0,2021-04-27,No
980,57,Male,Self-Employed,1502817,405,902821,6,0,Auto Loan,South,497867.1093363425,1.0,2021-01-25,No
981,41,Male,Salaried,389384,481,640071,4,2,Auto Loan,East,208816.7622532878,1.0,2021-12-06,Yes
982,46,Female,Unemployed,1615714,471,437203,7,1,Auto Loan,North,625901.3655058575,0.6985174088039411,2022-03-25,No
983,56,Male,Salaried,2087892,551,620892,8,4,Home Loan,Central,1043860.5654608166,0.5948035787000965,2023-09-11,No
984,43,Female,Unemployed,1304199,614,203948,4,4,Personal Loan,South,730057.4892064915,0.279358821757549,2023-07-17,No
985,21,Female,Salaried,1308810,389,520715,10,4,Auto Loan,East,532521.2375613311,0.9778295460751997,2021-08-22,Yes
986,35,Female,Salaried,470708,462,702888,6,1,Credit Card,North,228885.28092526,1.0,2021-01-10,No
987,41,Male,Self-Employed,2298490,688,720014,10,2,Home Loan,South,1253113.454870144,0.5745800567392461,2022-11-24,No
988,29,Female,Self-Employed,2131913,411,430569,7,2,Auto Loan,East,716784.4574628586,0.6006952236716302,2022-02-04,No
989,29,Female,Salaried,410492,576,1153509,10,4,Auto Loan,West,229804.73986461313,1.0,2022-12-25,No
990,30,Male,Self-Employed,416885,523,1487654,7,1,Personal Loan,South,229748.10299493303,1.0,2023-10-03,No
991,46,Female,Self-Employed,288353,483,245715,9,4,Auto Loan,Central,78187.30500750881,1.0,2021-06-12,Yes
992,55,Female,Salaried,2225449,634,548831,8,3,Auto Loan,South,923265.9759377018,0.5944451699767098,2023-02-03,No
993,45,Female,Salaried,809273,457,596038,3,3,Auto Loan,North,233801.3682695863,1.0,2022-08-08,Yes
994,46,Male,Salaried,1602975,492,1037040,4,1,Personal Loan,South,897912.9867284215,1.0,2022-10-11,No
995,31,Female,Salaried,2408742,643,502492,9,3,Auto Loan,North,804212.2218815299,0.6248251224339427,2023-09-18,No
996,58,Male,Self-Employed,688702,626,983677,11,0,Credit Card,East,261597.9240193605,1.0,2022-01-11,No
997,22,Male,Salaried,371282,841,713030,7,0,Home Loan,West,214708.83102806177,1.0,2023-02-21,No
998,27,Female,Salaried,1288978,820,827451,7,0,Auto Loan,North,575818.4014452464,1.0,2023-12-16,No
999,38,Female,Salaried,560027,625,1016778,1,3,Personal Loan,East,321721.64515017945,1.0,2021-06-13,No
1000,47,Female,Salaried,825854,583,625757,2,2,Credit Card,East,339884.71534324705,1.0,2022-10-29,No
1001,54,Female,Salaried,774938,591,1121833,1,0,Home Loan,West,460291.8266586056,1.0,2021-01-21,No
1002,47,Male,Salaried,276862,607,1350821,4,4,Personal Loan,Central,161781.82578326404,1.0,2022-09-14,Yes
1003,37,Male,Salaried,1571663,381,484861,4,2,Personal Loan,Central,403982.6598068716,1.0,2022-10-15,No
1004,44,Female,Salaried,580878,716,1165773,5,1,Home Loan,South,227795.37578263742,1.0,2023-02-07,No
1005,45,Male,Unemployed,1296725,697,242048,5,3,Home Loan,Central,755320.9355441716,0.32045715749374315,2023-02-09,No
1006,27,Female,Salaried,302879,481,144543,1,4,Personal Loan,South,162037.0776388505,0.892036576481332,2021-03-09,Yes
1007,26,Female,Salaried,1774362,717,900175,7,1,Credit Card,North,575246.4737602263,1.0,2023-12-23,No
1008,44,Female,Salaried,695272,614,462438,6,3,Credit Card,North,389158.0113694754,1.0,2021-11-13,No
1009,53,Female,Salaried,881967,564,1315028,8,3,Credit Card,South,282718.09074154776,1.0,2022-10-19,No
1010,49,Male,Salaried,1492166,564,764623,4,4,Home Loan,West,861971.5297218877,0.8870629407524668,2022-03-27,No
1011,42,Male,Self-Employed,1761010,631,522227,1,3,Auto Loan,West,491438.2413343381,1.0,2023-12-26,No
1012,46,Female,Salaried,1297109,879,436195,3,3,Personal Loan,Central,753900.7909972715,0.5785840858755361,2021-09-07,No
1013,48,Female,Unemployed,1613993,351,411002,9,3,Credit Card,North,450007.40645590983,0.9133227455896741,2021-08-04,Yes
1014,41,Male,Salaried,781152,862,1270341,10,2,Auto Loan,North,257588.50825344826,1.0,2023-07-08,No
1015,27,Male,Self-Employed,591914,813,1454121,7,0,Home Loan,West,265270.95813440613,1.0,2022-08-22,No
1016,37,Male,Self-Employed,2260737,796,890185,2,4,Personal Loan,East,713967.0783650252,1.0,2021-02-08,No
1017,40,Female,Salaried,1038161,712,969320,3,2,Auto Loan,West,400974.35430193756,1.0,2021-06-10,No
1018,40,Male,Salaried,2303952,565,1171651,2,4,Personal Loan,West,712210.2201243811,1.0,2022-07-16,No
1019,42,Female,Salaried,1807598,513,393154,4,2,Home Loan,East,804784.50671911,0.4885208359723315,2021-05-25,No
1020,48,Female,Salaried,2119944,887,305829,2,3,Home Loan,Central,983282.2904402122,0.3110286872583471,2022-08-11,No
1021,27,Male,Self-Employed,786701,860,362736,4,3,Credit Card,South,257376.49219014592,1.0,2021-07-04,No
1022,21,Female,Salaried,559796,570,346132,11,2,Personal Loan,Central,197074.70731816295,1.0,2022-04-17,No
1023,52,Male,Salaried,2376916,632,167285,7,3,Personal Loan,East,1208281.8402129137,0.1384486586097515,2023-10-27,No
1024,33,Female,Self-Employed,2410936,420,683652,8,0,Auto Loan,East,675802.7633368275,1.0,2022-02-11,No
1025,50,Female,Unemployed,951101,723,413355,10,4,Personal Loan,Central,388540.02832059603,1.0,2022-07-17,Yes
1026,43,Female,Salaried,2423996,608,956803,6,3,Personal Loan,South,852100.1496023708,1.0,2023-07-22,No
1027,39,Female,Self-Employed,2472039,794,327748,11,1,Auto Loan,Central,974775.1269773359,0.33622934247030734,2022-02-11,No
1028,52,Female,Salaried,848720,550,346627,9,2,Credit Card,North,460348.9100289091,0.752965831890929,2021-12-22,No
1029,50,Female,Self-Employed,1973219,729,1470751,6,2,Personal Loan,North,1169495.5781695743,1.0,2023-06-28,No
1030,49,Male,Self-Employed,722671,764,1243896,11,3,Auto Loan,North,226295.00945301916,1.0,2022-11-08,No
1031,49,Male,Self-Employed,2050312,414,877009,11,2,Home Loan,South,556433.9779636803,1.0,2022-02-03,No
1032,50,Female,Salaried,1613704,727,539904,3,1,Credit Card,South,514658.2681816989,1.0,2023-09-26,No
1033,36,Male,Salaried,513210,451,519453,1,2,Auto Loan,East,285034.47811410483,1.0,2021-10-27,No
1034,39,Female,Salaried,1669162,391,77501,9,1,Personal Loan,West,931077.2530835898,0.08323799098659986,2023-10-27,No
1035,38,Male,Salaried,1028335,545,1363390,3,2,Credit Card,South,360287.51622667717,1.0,2023-11-13,No
1036,21,Male,Salaried,1357994,709,327279,1,2,Credit Card,West,496280.5553870927,0.6594636772434624,2021-06-22,No
1037,34,Female,Self-Employed,1366030,448,1452459,11,1,Credit Card,North,658967.3217608262,1.0,2023-11-09,No
1038,22,Male,Salaried,2291073,737,894492,2,4,Home Loan,North,846820.1410487588,1.0,2023-12-22,No
1039,48,Female,Salaried,588406,414,226661,3,0,Auto Loan,West,333288.2625153615,0.6800749546034585,2021-12-17,No
1040,50,Male,Self-Employed,1443930,646,1306815,8,1,Credit Card,Central,765819.5110007748,1.0,2021-01-19,No
1041,58,Female,Self-Employed,1908632,776,614220,8,0,Personal Loan,East,716185.4865893895,0.8576269856081999,2023-10-16,No
1042,24,Male,Salaried,974538,572,1441772,2,2,Personal Loan,East,575270.0133117659,1.0,2022-08-21,No
1043,21,Female,Salaried,1854778,498,736813,6,4,Personal Loan,Central,947283.0361547355,0.777817159051969,2023-02-03,No
1044,28,Male,Self-Employed,1872878,858,1335582,2,1,Credit Card,West,964634.9937777941,1.0,2023-10-26,No
1045,49,Female,Self-Employed,1228883,791,834231,7,4,Personal Loan,West,720275.1351684079,1.0,2021-06-18,No
1046,59,Male,Salaried,1832211,763,489875,10,1,Credit Card,South,734229.9338751766,0.6671956255099805,2022-01-08,No
1047,23,Female,Salaried,2175476,465,87024,11,3,Auto Loan,North,575402.2703024873,0.15124027917764685,2023-09-22,No
1048,52,Male,Salaried,1488663,802,922621,11,1,Credit Card,North,888487.1603183028,1.0,2022-04-15,No
1049,30,Female,Self-Employed,2020800,669,1476930,3,0,Credit Card,West,1166708.8110505864,1.0,2022-10-21,No
1050,30,Male,Salaried,2496984,800,524661,8,3,Auto Loan,South,1468621.3010651409,0.3572473037259376,2023-10-02,No
1051,39,Female,Salaried,466233,428,297549,3,2,Personal Loan,South,193885.94951725652,1.0,2021-05-05,No
1052,54,Female,Salaried,1376175,706,209223,10,1,Credit Card,East,423310.1020842493,0.4942546822526796,2022-07-09,No
1053,53,Female,Self-Employed,735713,468,872570,6,0,Auto Loan,East,234350.1261721454,1.0,2023-06-22,No
1054,43,Female,Salaried,2215782,870,249092,1,2,Home Loan,West,920969.3979531057,0.27046718441852435,2022-04-24,No
1055,48,Male,Salaried,2219220,628,559962,8,0,Auto Loan,East,1079396.7065635542,0.518773122610996,2023-01-24,No
1056,52,Male,Unemployed,1753968,394,745533,7,2,Home Loan,South,724038.6803828522,1.0,2021-10-25,Yes
1057,27,Male,Salaried,509578,574,282042,1,1,Auto Loan,Central,197770.36186394267,1.0,2021-01-27,No
1058,49,Female,Salaried,2010151,877,1126557,7,4,Credit Card,North,1180405.4372961728,0.9543814052402896,2021-04-26,No
1059,28,Female,Self-Employed,1124289,590,315528,11,2,Personal Loan,West,535948.5303452867,0.58872817469379,2022-02-05,No
1060,21,Female,Salaried,351467,831,372560,5,4,Credit Card,East,137977.0598427554,1.0,2022-03-26,Yes
1061,23,Female,Self-Employed,1761335,444,1049946,2,2,Credit Card,East,865598.299586564,1.0,2021-10-13,No
1062,44,Female,Salaried,395130,714,1453121,1,4,Home Loan,South,208279.04664758898,1.0,2022-12-16,Yes
1063,43,Male,Salaried,430073,534,1048384,2,1,Personal Loan,East,162818.69756867792,1.0,2022-07-19,No
1064,28,Male,Self-Employed,1501403,485,436179,6,0,Personal Loan,North,625004.3762680388,0.6978815134135008,2023-03-27,No
1065,57,Male,Salaried,920805,374,411045,2,1,Credit Card,West,437064.0979618554,0.9404684619871793,2021-05-29,No
1066,23,Female,Self-Employed,1125882,667,843927,6,2,Auto Loan,East,532718.518707879,1.0,2023-03-16,No
1067,53,Female,Salaried,2049102,682,1190846,8,3,Auto Loan,Central,638135.8606044214,1.0,2023-09-13,No
1068,48,Female,Salaried,1065127,449,1313904,8,0,Personal Loan,Central,451548.60112909577,1.0,2023-04-21,No
1069,28,Female,Self-Employed,432299,719,1360112,6,4,Credit Card,West,147281.1963483474,1.0,2021-12-12,No
1070,54,Female,Salaried,2033928,361,105369,5,0,Credit Card,Central,1158845.1034485956,0.0909258706676444,2021-08-29,No
1071,55,Female,Salaried,2174700,426,1354385,4,0,Home Loan,Central,921560.8137308429,1.0,2023-04-19,No
1072,52,Female,Salaried,2130916,697,770632,6,1,Personal Loan,East,1104470.3346064866,0.6977389757367903,2022-06-24,No
1073,44,Male,Salaried,2264073,792,211899,5,2,Auto Loan,Central,600985.005741045,0.3525861676677237,2021-08-17,No
1074,34,Male,Self-Employed,2201718,437,1384787,10,1,Auto Loan,East,844498.4085003764,1.0,2022-03-18,No
1075,52,Female,Self-Employed,252078,814,1098278,4,2,Personal Loan,North,77029.27072931564,1.0,2022-12-28,No
1076,36,Female,Self-Employed,1132318,843,788994,6,3,Home Loan,South,438822.8913490055,1.0,2022-02-24,No
1077,24,Female,Self-Employed,720825,571,1192426,9,1,Auto Loan,East,380785.8703318449,1.0,2021-06-19,No
1078,57,Male,Salaried,404850,864,456304,9,3,Personal Loan,South,232553.94387490713,1.0,2023-08-24,No
1079,41,Male,Salaried,928757,467,1371696,8,2,Credit Card,East,530029.5745883683,1.0,2022-03-23,No
1080,34,Female,Self-Employed,1760649,485,1429432,10,0,Personal Loan,East,513414.1525119732,1.0,2021-09-28,No
1081,51,Male,Salaried,1543013,536,475341,1,3,Personal Loan,West,548594.500909561,0.8664705884070879,2023-06-07,No
1082,38,Male,Salaried,945215,891,1456547,9,3,Personal Loan,East,454772.7055450784,1.0,2022-12-20,No
1083,27,Male,Self-Employed,1636252,660,872098,5,2,Credit Card,Central,525627.2313283669,1.0,2021-04-01,No
1084,30,Female,Salaried,1345421,728,1388868,11,2,Personal Loan,Central,360571.25214729895,1.0,2022-02-26,No
1085,27,Male,Salaried,2172038,761,777839,3,1,Credit Card,East,1268012.0059742688,0.6134318889215504,2021-09-24,No
1086,53,Male,Salaried,1013203,770,450066,8,1,Auto Loan,North,370148.04692963354,1.0,2021-02-09,No
1087,43,Female,Self-Employed,892446,566,688323,8,2,Home Loan,Central,354274.45905328385,1.0,2023-04-07,No
1088,41,Female,Salaried,1725865,420,98332,9,3,Credit Card,South,596053.6823288389,0.1649717180100414,2022-10-23,No
1089,39,Male,Salaried,1811160,459,1207531,2,4,Home Loan,North,658936.9223862716,1.0,2022-09-07,Yes
1090,39,Female,Unemployed,1414079,634,1260808,10,1,Home Loan,South,830654.2099179723,1.0,2023-11-09,No
1091,56,Male,Self-Employed,1969358,647,706914,4,2,Auto Loan,East,624531.287769521,1.0,2022-10-16,No
1092,49,Male,Self-Employed,1883721,848,946670,10,4,Credit Card,East,797240.0622303622,1.0,2023-01-26,No
1093,38,Female,Salaried,2021509,879,368675,2,4,Auto Loan,East,956878.9953903689,0.38528905094169735,2023-10-07,No
1094,22,Female,Salaried,2106267,547,762756,6,4,Credit Card,Central,691977.8684719492,1.0,2021-02-15,No
1095,21,Male,Salaried,846910,856,1421646,1,4,Home Loan,North,423854.2770286775,1.0,2022-11-03,No
1096,25,Female,Salaried,1845656,838,1060775,10,0,Home Loan,South,902279.3279280228,1.0,2022-02-27,No
1097,40,Female,Salaried,2494614,376,1426927,3,1,Personal Loan,West,1457258.5618745254,0.9791858749928984,2022-07-24,No
1098,31,Male,Salaried,773469,467,1028952,2,4,Credit Card,North,317994.76206197083,1.0,2021-03-09,Yes
1099,22,Male,Salaried,1119046,403,287650,7,4,Home Loan,South,430434.4688237339,0.6682782649495359,2022-04-04,No
1100,23,Male,Self-Employed,2082378,853,145256,8,2,Credit Card,West,783767.234168934,0.18533053394866894,2021-07-13,No
1101,43,Male,Self-Employed,327969,501,954688,2,2,Auto Loan,North,123812.08400247828,1.0,2023-06-22,Yes
1102,32,Male,Salaried,634569,828,93437,9,0,Auto Loan,North,167002.9201304958,0.5594932108192389,2022-07-17,No
1103,40,Male,Salaried,1965495,511,137233,11,4,Credit Card,East,653875.3186740116,0.20987640316244643,2021-04-19,No
1104,25,Female,Salaried,254952,565,776133,1,0,Home Loan,North,74449.65618372329,1.0,2023-09-24,No
1105,57,Female,Salaried,1622446,769,1285838,2,2,Auto Loan,South,905669.3727016164,1.0,2021-01-22,No
1106,58,Male,Salaried,552754,697,1097287,3,1,Home Loan,East,149064.29586563064,1.0,2023-01-09,No
1107,50,Female,Salaried,336467,689,1253170,2,3,Credit Card,North,127124.10299737463,1.0,2021-05-08,Yes
1108,29,Female,Self-Employed,2480377,701,1010589,1,3,Personal Loan,East,810577.2574334613,1.0,2023-01-20,No
1109,54,Male,Self-Employed,1667547,724,206823,8,0,Home Loan,West,793681.6586824348,0.26058684579323677,2023-09-12,No
1110,55,Female,Salaried,1395743,886,1345415,1,2,Auto Loan,South,508356.04336507036,1.0,2023-11-12,No
1111,42,Female,Self-Employed,2122937,652,1073793,5,3,Credit Card,West,543066.6386206397,1.0,2021-07-26,No
1112,44,Male,Self-Employed,1184532,591,142516,11,4,Personal Loan,South,666705.330608378,0.21376160270077957,2021-10-31,No
1113,37,Female,Self-Employed,1595340,727,845906,6,1,Auto Loan,Central,754205.186668687,1.0,2023-04-18,No
1114,30,Female,Salaried,375803,738,324184,7,2,Credit Card,West,94132.17589040867,1.0,2022-10-21,No
1115,50,Male,Salaried,691690,636,1401249,3,0,Credit Card,Central,337466.192568481,1.0,2023-07-27,No
1116,43,Female,Self-Employed,2357775,508,710026,11,2,Home Loan,East,768001.3922770553,0.9245113448230042,2023-08-02,No
1117,52,Female,Salaried,1384080,703,1338597,7,1,Personal Loan,West,812824.2202173189,1.0,2022-04-10,No
1118,37,Female,Self-Employed,1422266,804,1482025,8,2,Credit Card,North,577012.8869756398,1.0,2021-09-17,No
1119,37,Male,Self-Employed,1915771,590,1080897,10,0,Personal Loan,South,628594.587559874,1.0,2021-05-29,No
1120,34,Male,Self-Employed,956406,561,872892,3,4,Personal Loan,North,249227.06504376695,1.0,2023-01-11,No
1121,29,Female,Salaried,359502,712,469631,5,2,Home Loan,North,97264.98118100931,1.0,2021-11-20,No
1122,22,Female,Salaried,2074797,482,91290,1,0,Credit Card,East,559677.7773517385,0.16311171122777549,2021-02-24,No
1123,45,Male,Self-Employed,415910,858,498031,9,4,Credit Card,East,108561.39964525304,1.0,2023-08-16,No
1124,59,Male,Unemployed,2284272,626,1420836,8,3,Home Loan,North,1009575.8406390408,1.0,2022-01-18,Yes
1125,29,Female,Salaried,1958070,614,1013542,3,2,Home Loan,North,1069720.4829684675,0.9474830258344006,2022-09-06,No
1126,42,Male,Self-Employed,1498668,709,411975,4,4,Credit Card,North,556183.8502976864,0.740717300186797,2021-11-30,No
1127,24,Female,Self-Employed,823853,485,1078183,1,3,Home Loan,South,306521.71805622004,1.0,2021-04-09,Yes
1128,46,Female,Salaried,701251,777,1072859,1,2,Credit Card,East,200851.4919503393,1.0,2021-05-03,No
1129,49,Male,Self-Employed,559456,378,1006418,6,2,Auto Loan,West,140096.01200896237,1.0,2022-09-23,No
1130,54,Male,Salaried,1974629,679,938431,6,1,Personal Loan,East,1151434.425298096,0.8150103726115786,2021-03-16,No
1131,43,Female,Salaried,1818400,383,276868,9,2,Personal Loan,North,745898.2018031826,0.37118738097327675,2021-05-08,No
1132,57,Female,Salaried,989999,853,485347,5,2,Home Loan,West,503004.8628332551,0.9648952442849272,2021-10-22,No
1133,31,Male,Self-Employed,1762223,453,93513,3,4,Auto Loan,West,976048.4680720662,0.09580774219615444,2022-06-07,No
1134,26,Female,Self-Employed,1217448,843,1359317,6,0,Personal Loan,West,352071.13101405266,1.0,2022-06-14,No
1135,38,Male,Salaried,1767247,720,1405859,8,1,Credit Card,East,604253.8720250678,1.0,2021-02-27,No
1136,41,Male,Self-Employed,1473835,737,715783,7,2,Personal Loan,North,627401.3545439789,1.0,2021-05-31,No
1137,56,Male,Self-Employed,730679,586,1362936,11,4,Personal Loan,North,258722.321439992,1.0,2022-04-18,No
1138,58,Male,Self-Employed,802435,439,737664,10,4,Personal Loan,Central,215569.97963416684,1.0,2021-01-27,Yes
1139,54,Male,Salaried,1793821,682,289723,3,0,Credit Card,South,1009027.0439740609,0.287131055337153,2022-04-09,No
1140,37,Female,Salaried,730297,726,121872,1,3,Home Loan,East,246434.75574879002,0.4945406325893152,2022-03-15,No
1141,57,Male,Salaried,1801654,589,1205923,4,2,Credit Card,Central,496307.34878838767,1.0,2021-03-16,No
1142,45,Male,Self-Employed,1693152,531,1376293,6,3,Home Loan,Central,673564.7212833132,1.0,2022-01-15,No
1143,58,Male,Salaried,776336,606,792759,4,0,Personal Loan,Central,412653.7206887688,1.0,2022-03-29,No
1144,32,Male,Unemployed,1342511,538,1079214,5,4,Personal Loan,East,414777.98731677065,1.0,2023-03-07,Yes
1145,43,Male,Self-Employed,1940748,764,860526,10,3,Auto Loan,South,781951.925454283,1.0,2021-07-07,No
1146,42,Male,Self-Employed,2176207,604,387051,7,0,Personal Loan,West,685360.874499325,0.5647404373393089,2023-11-11,No
1147,41,Male,Self-Employed,1706977,394,857183,5,3,Credit Card,South,915522.0696586843,0.9362778117621635,2022-08-31,Yes
1148,47,Female,Salaried,1899879,550,367152,5,4,Personal Loan,South,822636.6016506407,0.4463112864943043,2022-11-09,No
1149,51,Female,Self-Employed,883796,708,835570,2,2,Auto Loan,North,399856.479937739,1.0,2023-02-18,No
1150,26,Female,Salaried,1998533,692,703867,1,1,Credit Card,Central,1022533.4183693582,0.6883559865676195,2021-08-14,No
1151,47,Female,Self-Employed,1440540,561,1152729,4,4,Auto Loan,Central,833923.1340114995,1.0,2022-09-02,No
